SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2753","905","3658","20240215"
"1","2","제주여행","여행","국내여행","제주특별자치도","1365","504","1869","20240215"
"2","3","여수여행","여행","국내여행","전라남도","1318","418","1736","20240215"
"3","4","경주여행","여행","국내여행","경상북도","1144","542","1686","20240215"
"4","5","군산여행","여행","국내여행","전라북도","1128","358","1486","20240215"
"5","6","강릉여행","여행","국내여행","강원도","944","407","1351","20240215"
"6","7","전주여행","여행","국내여행","전라북도","722","263","985","20240215"
"7","8","속초여행","여행","국내여행","강원도","662","195","857","20240215"
"8","9","대구여행","여행","국내여행","대구광역시","604","245","849","20240215"
"9","10","목포여행","여행","국내여행","전라남도","625","218","843","20240215"
