SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1119","551","1670","20250513"
"1","2","경주여행","여행","국내여행","경상북도","724","444","1168","20250513"
"2","3","제주여행","여행","국내여행","제주특별자치도","676","332","1008","20250513"
"3","4","군산여행","여행","국내여행","전라북도","677","264","941","20250513"
"4","5","강릉여행","여행","국내여행","강원도","563","346","909","20250513"
"5","6","여수여행","여행","국내여행","전라남도","489","302","791","20250513"
"6","7","전주여행","여행","국내여행","전라북도","488","242","730","20250513"
"7","8","속초여행","여행","국내여행","강원도","406","256","662","20250513"
"8","9","대전여행","여행","국내여행","대전광역시","443","211","654","20250513"
"9","10","목포여행","여행","국내여행","전라남도","415","236","651","20250513"
