SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1552","730","2282","20240619"
"1","2","여수여행","여행","국내여행","전라남도","1220","468","1688","20240619"
"2","3","제주여행","여행","국내여행","제주특별자치도","945","397","1342","20240619"
"3","4","강릉여행","여행","국내여행","강원도","767","435","1202","20240619"
"4","5","경주여행","여행","국내여행","경상북도","761","420","1181","20240619"
"5","6","속초여행","여행","국내여행","강원도","762","341","1103","20240619"
"6","7","군산여행","여행","국내여행","전라북도","667","230","897","20240619"
"7","8","전주여행","여행","국내여행","전라북도","476","219","695","20240619"
"8","9","대전여행","여행","국내여행","대전광역시","468","218","686","20240619"
"9","10","목포여행","여행","국내여행","전라남도","477","166","643","20240619"
