SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2212","737","2949","20240802"
"1","2","여수여행","여행","국내여행","전라남도","1783","482","2265","20240802"
"2","3","군산여행","여행","국내여행","전라북도","1510","267","1777","20240802"
"3","4","속초여행","여행","국내여행","강원도","1045","409","1454","20240802"
"4","5","강릉여행","여행","국내여행","강원도","1061","368","1429","20240802"
"5","6","경주여행","여행","국내여행","경상북도","990","419","1409","20240802"
"6","7","제주여행","여행","국내여행","제주특별자치도","944","272","1216","20240802"
"7","8","남해여행","여행","국내여행","경상남도","765","296","1061","20240802"
"8","9","목포여행","여행","국내여행","전라남도","809","211","1020","20240802"
"9","10","전주여행","여행","국내여행","전라북도","733","193","926","20240802"
