SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1960","206","2166","20250127"
"1","2","군산여행","여행","국내여행","전라북도","1137","103","1240","20250127"
"2","3","경주여행","여행","국내여행","경상북도","1056","150","1206","20250127"
"3","4","제주여행","여행","국내여행","제주특별자치도","929","185","1114","20250127"
"4","5","강릉여행","여행","국내여행","강원도","945","154","1099","20250127"
"5","6","여수여행","여행","국내여행","전라남도","864","134","998","20250127"
"6","7","속초여행","여행","국내여행","강원도","676","106","782","20250127"
"7","8","전주여행","여행","국내여행","전라북도","622","98","720","20250127"
"8","9","대구여행","여행","국내여행","대구광역시","579","89","668","20250127"
"9","10","목포여행","여행","국내여행","전라남도","589","72","661","20250127"
