SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1403","552","1955","20240322"
"1","2","여수여행","여행","국내여행","전라남도","1220","405","1625","20240322"
"2","3","제주여행","여행","국내여행","제주특별자치도","1127","422","1549","20240322"
"3","4","경주여행","여행","국내여행","경상북도","1008","477","1485","20240322"
"4","5","군산여행","여행","국내여행","전라북도","998","264","1262","20240322"
"5","6","강릉여행","여행","국내여행","강원도","662","291","953","20240322"
"6","7","전주여행","여행","국내여행","전라북도","623","243","866","20240322"
"7","8","속초여행","여행","국내여행","강원도","496","201","697","20240322"
"8","9","목포여행","여행","국내여행","전라남도","499","186","685","20240322"
"9","10","대구여행","여행","국내여행","대구광역시","483","163","646","20240322"
