SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1706","770","2476","20240520"
"1","2","여수여행","여행","국내여행","전라남도","1270","490","1760","20240520"
"2","3","제주여행","여행","국내여행","제주특별자치도","1194","463","1657","20240520"
"3","4","경주여행","여행","국내여행","경상북도","1049","589","1638","20240520"
"4","5","강릉여행","여행","국내여행","강원도","793","459","1252","20240520"
"5","6","군산여행","여행","국내여행","전라북도","844","282","1126","20240520"
"6","7","속초여행","여행","국내여행","강원도","679","299","978","20240520"
"7","8","전주여행","여행","국내여행","전라북도","634","307","941","20240520"
"8","9","대전여행","여행","국내여행","대전광역시","584","266","850","20240520"
"9","10","춘천여행","여행","국내여행","강원도","655","183","838","20240520"
