SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1232","533","1765","20241120"
"1","2","경주여행","여행","국내여행","경상북도","717","344","1061","20241120"
"2","3","제주여행","여행","국내여행","제주특별자치도","730","295","1025","20241120"
"3","4","군산여행","여행","국내여행","전라북도","661","210","871","20241120"
"4","5","여수여행","여행","국내여행","전라남도","577","222","799","20241120"
"5","6","강릉여행","여행","국내여행","강원도","529","269","798","20241120"
"6","7","속초여행","여행","국내여행","강원도","525","239","764","20241120"
"7","8","전주여행","여행","국내여행","전라북도","445","223","668","20241120"
"8","9","대전여행","여행","국내여행","대전광역시","466","124","590","20241120"
"9","10","대구여행","여행","국내여행","대구광역시","372","133","505","20241120"
