SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1691","218","1909","20240310"
"1","2","제주여행","여행","국내여행","제주특별자치도","1351","245","1596","20240310"
"2","3","여수여행","여행","국내여행","전라남도","1233","137","1370","20240310"
"3","4","경주여행","여행","국내여행","경상북도","1119","155","1274","20240310"
"4","5","군산여행","여행","국내여행","전라북도","1026","97","1123","20240310"
"5","6","강릉여행","여행","국내여행","강원도","797","115","912","20240310"
"6","7","전주여행","여행","국내여행","전라북도","679","102","781","20240310"
"7","8","목포여행","여행","국내여행","전라남도","650","59","709","20240310"
"8","9","대구여행","여행","국내여행","대구광역시","559","81","640","20240310"
"9","10","대전여행","여행","국내여행","대전광역시","524","82","606","20240310"
