SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2010","277","2287","20250216"
"1","2","군산여행","여행","국내여행","전라북도","1372","123","1495","20250216"
"2","3","경주여행","여행","국내여행","경상북도","1256","168","1424","20250216"
"3","4","강릉여행","여행","국내여행","강원도","1102","173","1275","20250216"
"4","5","제주여행","여행","국내여행","제주특별자치도","1142","123","1265","20250216"
"5","6","전주여행","여행","국내여행","전라북도","1002","130","1132","20250216"
"6","7","여수여행","여행","국내여행","전라남도","983","116","1099","20250216"
"7","8","대전여행","여행","국내여행","대전광역시","902","107","1009","20250216"
"8","9","속초여행","여행","국내여행","강원도","799","96","895","20250216"
"9","10","대구여행","여행","국내여행","대구광역시","690","83","773","20250216"
