SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2176","332","2508","20240815"
"1","2","여수여행","여행","국내여행","전라남도","1520","169","1689","20240815"
"2","3","군산여행","여행","국내여행","전라북도","1294","130","1424","20240815"
"3","4","강릉여행","여행","국내여행","강원도","1079","200","1279","20240815"
"4","5","경주여행","여행","국내여행","경상북도","1055","159","1214","20240815"
"5","6","제주여행","여행","국내여행","제주특별자치도","1040","167","1207","20240815"
"6","7","속초여행","여행","국내여행","강원도","1055","134","1189","20240815"
"7","8","목포여행","여행","국내여행","전라남도","891","82","973","20240815"
"8","9","전주여행","여행","국내여행","전라북도","753","115","868","20240815"
"9","10","대전여행","여행","국내여행","대전광역시","728","106","834","20240815"
