SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1677","940","2617","20250428"
"1","2","경주여행","여행","국내여행","경상북도","1096","725","1821","20250428"
"2","3","군산여행","여행","국내여행","전라북도","1264","524","1788","20250428"
"3","4","여수여행","여행","국내여행","전라남도","885","558","1443","20250428"
"4","5","전주여행","여행","국내여행","전라북도","822","455","1277","20250428"
"5","6","제주여행","여행","국내여행","제주특별자치도","857","392","1249","20250428"
"6","7","강릉여행","여행","국내여행","강원도","752","495","1247","20250428"
"7","8","대전여행","여행","국내여행","대전광역시","675","396","1071","20250428"
"8","9","속초여행","여행","국내여행","강원도","651","420","1071","20250428"
"9","10","목포여행","여행","국내여행","전라남도","624","375","999","20250428"
