SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1405","591","1996","20240909"
"1","2","경주여행","여행","국내여행","경상북도","1037","583","1620","20240909"
"2","3","제주여행","여행","국내여행","제주특별자치도","910","440","1350","20240909"
"3","4","여수여행","여행","국내여행","전라남도","864","379","1243","20240909"
"4","5","군산여행","여행","국내여행","전라북도","825","284","1109","20240909"
"5","6","강릉여행","여행","국내여행","강원도","652","307","959","20240909"
"6","7","전주여행","여행","국내여행","전라북도","568","228","796","20240909"
"7","8","속초여행","여행","국내여행","강원도","544","248","792","20240909"
"8","9","남해여행","여행","국내여행","경상남도","500","219","719","20240909"
"9","10","대전여행","여행","국내여행","대전광역시","502","192","694","20240909"
