SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2326","1007","3333","20240724"
"1","2","여수여행","여행","국내여행","전라남도","1605","720","2325","20240724"
"2","3","강릉여행","여행","국내여행","강원도","1041","542","1583","20240724"
"3","4","경주여행","여행","국내여행","경상북도","1043","509","1552","20240724"
"4","5","제주여행","여행","국내여행","제주특별자치도","1162","380","1542","20240724"
"5","6","속초여행","여행","국내여행","강원도","1037","486","1523","20240724"
"6","7","군산여행","여행","국내여행","전라북도","1106","337","1443","20240724"
"7","8","남해여행","여행","국내여행","경상남도","755","380","1135","20240724"
"8","9","전주여행","여행","국내여행","전라북도","766","312","1078","20240724"
"9","10","목포여행","여행","국내여행","전라남도","676","330","1006","20240724"
