SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1717","219","1936","20240817"
"1","2","여수여행","여행","국내여행","전라남도","1309","166","1475","20240817"
"2","3","군산여행","여행","국내여행","전라북도","1142","95","1237","20240817"
"3","4","강릉여행","여행","국내여행","강원도","979","154","1133","20240817"
"4","5","경주여행","여행","국내여행","경상북도","994","137","1131","20240817"
"5","6","속초여행","여행","국내여행","강원도","942","133","1075","20240817"
"6","7","제주여행","여행","국내여행","제주특별자치도","932","139","1071","20240817"
"7","8","목포여행","여행","국내여행","전라남도","705","78","783","20240817"
"8","9","전주여행","여행","국내여행","전라북도","636","96","732","20240817"
"9","10","대전여행","여행","국내여행","대전광역시","605","88","693","20240817"
