SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1201","598","1799","20240920"
"1","2","경주여행","여행","국내여행","경상북도","1020","557","1577","20240920"
"2","3","제주여행","여행","국내여행","제주특별자치도","1059","392","1451","20240920"
"3","4","군산여행","여행","국내여행","전라북도","721","295","1016","20240920"
"4","5","여수여행","여행","국내여행","전라남도","647","329","976","20240920"
"5","6","전주여행","여행","국내여행","전라북도","532","260","792","20240920"
"6","7","강릉여행","여행","국내여행","강원도","504","280","784","20240920"
"7","8","속초여행","여행","국내여행","강원도","486","206","692","20240920"
"8","9","대전여행","여행","국내여행","대전광역시","476","203","679","20240920"
"9","10","대구여행","여행","국내여행","대구광역시","427","196","623","20240920"
