SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1316","625","1941","20241119"
"1","2","제주여행","여행","국내여행","제주특별자치도","800","365","1165","20241119"
"2","3","경주여행","여행","국내여행","경상북도","746","366","1112","20241119"
"3","4","여수여행","여행","국내여행","전라남도","680","304","984","20241119"
"4","5","군산여행","여행","국내여행","전라북도","615","232","847","20241119"
"5","6","강릉여행","여행","국내여행","강원도","501","276","777","20241119"
"6","7","속초여행","여행","국내여행","강원도","480","233","713","20241119"
"7","8","전주여행","여행","국내여행","전라북도","454","206","660","20241119"
"8","9","대구여행","여행","국내여행","대구광역시","362","173","535","20241119"
"9","10","대전여행","여행","국내여행","대전광역시","366","139","505","20241119"
