SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1263","474","1737","20241115"
"1","2","경주여행","여행","국내여행","경상북도","880","283","1163","20241115"
"2","3","제주여행","여행","국내여행","제주특별자치도","797","256","1053","20241115"
"3","4","군산여행","여행","국내여행","전라북도","819","193","1012","20241115"
"4","5","여수여행","여행","국내여행","전라남도","703","217","920","20241115"
"5","6","속초여행","여행","국내여행","강원도","600","238","838","20241115"
"6","7","강릉여행","여행","국내여행","강원도","609","220","829","20241115"
"7","8","전주여행","여행","국내여행","전라북도","514","206","720","20241115"
"8","9","대전여행","여행","국내여행","대전광역시","419","157","576","20241115"
"9","10","대구여행","여행","국내여행","대구광역시","397","174","571","20241115"
