SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1031","526","1557","20250311"
"1","2","제주여행","여행","국내여행","제주특별자치도","881","390","1271","20250311"
"2","3","경주여행","여행","국내여행","경상북도","765","429","1194","20250311"
"3","4","군산여행","여행","국내여행","전라북도","754","331","1085","20250311"
"4","5","강릉여행","여행","국내여행","강원도","525","326","851","20250311"
"5","6","여수여행","여행","국내여행","전라남도","530","286","816","20250311"
"6","7","전주여행","여행","국내여행","전라북도","478","243","721","20250311"
"7","8","대전여행","여행","국내여행","대전광역시","432","195","627","20250311"
"8","9","속초여행","여행","국내여행","강원도","358","193","551","20250311"
"9","10","대구여행","여행","국내여행","대구광역시","310","172","482","20250311"
