SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1224","574","1798","20240904"
"1","2","경주여행","여행","국내여행","경상북도","960","518","1478","20240904"
"2","3","제주여행","여행","국내여행","제주특별자치도","927","395","1322","20240904"
"3","4","여수여행","여행","국내여행","전라남도","846","362","1208","20240904"
"4","5","군산여행","여행","국내여행","전라북도","797","322","1119","20240904"
"5","6","강릉여행","여행","국내여행","강원도","599","299","898","20240904"
"6","7","속초여행","여행","국내여행","강원도","539","254","793","20240904"
"7","8","전주여행","여행","국내여행","전라북도","525","203","728","20240904"
"8","9","대전여행","여행","국내여행","대전광역시","508","177","685","20240904"
"9","10","목포여행","여행","국내여행","전라남도","422","191","613","20240904"
