SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1762","215","1977","20250215"
"1","2","군산여행","여행","국내여행","전라북도","1379","137","1516","20250215"
"2","3","경주여행","여행","국내여행","경상북도","1049","175","1224","20250215"
"3","4","강릉여행","여행","국내여행","강원도","1017","165","1182","20250215"
"4","5","제주여행","여행","국내여행","제주특별자치도","910","142","1052","20250215"
"5","6","여수여행","여행","국내여행","전라남도","827","139","966","20250215"
"6","7","전주여행","여행","국내여행","전라북도","766","106","872","20250215"
"7","8","대전여행","여행","국내여행","대전광역시","744","106","850","20250215"
"8","9","속초여행","여행","국내여행","강원도","751","98","849","20250215"
"9","10","대구여행","여행","국내여행","대구광역시","604","113","717","20250215"
