SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","경주여행","여행","국내여행","경상북도","1084","436","1520","20250327"
"1","2","부산여행","여행","국내여행","부산광역시","985","466","1451","20250327"
"2","3","제주여행","여행","국내여행","제주특별자치도","710","317","1027","20250327"
"3","4","군산여행","여행","국내여행","전라북도","743","234","977","20250327"
"4","5","여수여행","여행","국내여행","전라남도","532","244","776","20250327"
"5","6","강릉여행","여행","국내여행","강원도","456","303","759","20250327"
"6","7","목포여행","여행","국내여행","전라남도","501","218","719","20250327"
"7","8","전주여행","여행","국내여행","전라북도","457","229","686","20250327"
"8","9","속초여행","여행","국내여행","강원도","378","184","562","20250327"
"9","10","대전여행","여행","국내여행","대전광역시","370","155","525","20250327"
