SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1717","214","1931","20240525"
"1","2","여수여행","여행","국내여행","전라남도","1160","147","1307","20240525"
"2","3","경주여행","여행","국내여행","경상북도","1027","150","1177","20240525"
"3","4","제주여행","여행","국내여행","제주특별자치도","908","183","1091","20240525"
"4","5","군산여행","여행","국내여행","전라북도","954","72","1026","20240525"
"5","6","강릉여행","여행","국내여행","강원도","809","124","933","20240525"
"6","7","속초여행","여행","국내여행","강원도","732","99","831","20240525"
"7","8","전주여행","여행","국내여행","전라북도","610","83","693","20240525"
"8","9","목포여행","여행","국내여행","전라남도","625","66","691","20240525"
"9","10","대구여행","여행","국내여행","대구광역시","598","78","676","20240525"
