SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1037","542","1579","20250401"
"1","2","경주여행","여행","국내여행","경상북도","880","452","1332","20250401"
"2","3","제주여행","여행","국내여행","제주특별자치도","852","374","1226","20250401"
"3","4","군산여행","여행","국내여행","전라북도","688","289","977","20250401"
"4","5","강릉여행","여행","국내여행","강원도","548","319","867","20250401"
"5","6","여수여행","여행","국내여행","전라남도","573","285","858","20250401"
"6","7","전주여행","여행","국내여행","전라북도","475","247","722","20250401"
"7","8","목포여행","여행","국내여행","전라남도","460","237","697","20250401"
"8","9","대전여행","여행","국내여행","대전광역시","407","183","590","20250401"
"9","10","속초여행","여행","국내여행","강원도","371","189","560","20250401"
