SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1929","621","2550","20240104"
"1","2","제주여행","여행","국내여행","제주특별자치도","1443","399","1842","20240104"
"2","3","여수여행","여행","국내여행","전라남도","1176","294","1470","20240104"
"3","4","경주여행","여행","국내여행","경상북도","923","278","1201","20240104"
"4","5","군산여행","여행","국내여행","전라북도","879","205","1084","20240104"
"5","6","강릉여행","여행","국내여행","강원도","841","242","1083","20240104"
"6","7","전주여행","여행","국내여행","전라북도","713","190","903","20240104"
"7","8","속초여행","여행","국내여행","강원도","583","222","805","20240104"
"8","9","대구여행","여행","국내여행","대구광역시","601","189","790","20240104"
"9","10","대전여행","여행","국내여행","대전광역시","567","160","727","20240104"
