SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1361","629","1990","20240312"
"1","2","제주여행","여행","국내여행","제주특별자치도","1288","420","1708","20240312"
"2","3","여수여행","여행","국내여행","전라남도","1012","445","1457","20240312"
"3","4","경주여행","여행","국내여행","경상북도","910","457","1367","20240312"
"4","5","군산여행","여행","국내여행","전라북도","769","285","1054","20240312"
"5","6","강릉여행","여행","국내여행","강원도","643","276","919","20240312"
"6","7","전주여행","여행","국내여행","전라북도","594","288","882","20240312"
"7","8","대구여행","여행","국내여행","대구광역시","490","216","706","20240312"
"8","9","목포여행","여행","국내여행","전라남도","471","214","685","20240312"
"9","10","속초여행","여행","국내여행","강원도","416","199","615","20240312"
