SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1259","535","1794","20240911"
"1","2","경주여행","여행","국내여행","경상북도","897","438","1335","20240911"
"2","3","제주여행","여행","국내여행","제주특별자치도","861","368","1229","20240911"
"3","4","여수여행","여행","국내여행","전라남도","714","416","1130","20240911"
"4","5","군산여행","여행","국내여행","전라북도","643","228","871","20240911"
"5","6","강릉여행","여행","국내여행","강원도","543","253","796","20240911"
"6","7","전주여행","여행","국내여행","전라북도","439","220","659","20240911"
"7","8","속초여행","여행","국내여행","강원도","443","197","640","20240911"
"8","9","대전여행","여행","국내여행","대전광역시","427","147","574","20240911"
"9","10","목포여행","여행","국내여행","전라남도","400","167","567","20240911"
