SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1402","213","1615","20241124"
"1","2","경주여행","여행","국내여행","경상북도","831","136","967","20241124"
"2","3","제주여행","여행","국내여행","제주특별자치도","823","138","961","20241124"
"3","4","여수여행","여행","국내여행","전라남도","821","113","934","20241124"
"4","5","군산여행","여행","국내여행","전라북도","844","79","923","20241124"
"5","6","강릉여행","여행","국내여행","강원도","628","125","753","20241124"
"6","7","속초여행","여행","국내여행","강원도","614","86","700","20241124"
"7","8","전주여행","여행","국내여행","전라북도","585","87","672","20241124"
"8","9","목포여행","여행","국내여행","전라남도","518","65","583","20241124"
"9","10","통영여행","여행","국내여행","경상남도","495","45","540","20241124"
