SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2156","982","3138","20240603"
"1","2","여수여행","여행","국내여행","전라남도","1609","655","2264","20240603"
"2","3","경주여행","여행","국내여행","경상북도","1424","679","2103","20240603"
"3","4","제주여행","여행","국내여행","제주특별자치도","1203","438","1641","20240603"
"4","5","강릉여행","여행","국내여행","강원도","1098","531","1629","20240603"
"5","6","군산여행","여행","국내여행","전라북도","1135","406","1541","20240603"
"6","7","속초여행","여행","국내여행","강원도","957","438","1395","20240603"
"7","8","전주여행","여행","국내여행","전라북도","847","352","1199","20240603"
"8","9","목포여행","여행","국내여행","전라남도","737","296","1033","20240603"
"9","10","대전여행","여행","국내여행","대전광역시","746","280","1026","20240603"
