SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2688","326","3014","20240727"
"1","2","여수여행","여행","국내여행","전라남도","2008","228","2236","20240727"
"2","3","군산여행","여행","국내여행","전라북도","1358","136","1494","20240727"
"3","4","속초여행","여행","국내여행","강원도","1273","192","1465","20240727"
"4","5","경주여행","여행","국내여행","경상북도","1203","165","1368","20240727"
"5","6","강릉여행","여행","국내여행","강원도","1151","201","1352","20240727"
"6","7","제주여행","여행","국내여행","제주특별자치도","1082","153","1235","20240727"
"7","8","남해여행","여행","국내여행","경상남도","1034","130","1164","20240727"
"8","9","목포여행","여행","국내여행","전라남도","991","113","1104","20240727"
"9","10","통영여행","여행","국내여행","경상남도","894","99","993","20240727"
