SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1435","529","1964","20241209"
"1","2","제주여행","여행","국내여행","제주특별자치도","843","317","1160","20241209"
"2","3","강릉여행","여행","국내여행","강원도","607","324","931","20241209"
"3","4","경주여행","여행","국내여행","경상북도","622","276","898","20241209"
"4","5","여수여행","여행","국내여행","전라남도","635","222","857","20241209"
"5","6","군산여행","여행","국내여행","전라북도","589","194","783","20241209"
"6","7","속초여행","여행","국내여행","강원도","497","226","723","20241209"
"7","8","전주여행","여행","국내여행","전라북도","420","211","631","20241209"
"8","9","대구여행","여행","국내여행","대구광역시","418","152","570","20241209"
"9","10","대전여행","여행","국내여행","대전광역시","396","154","550","20241209"
