SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1273","196","1469","20241020"
"1","2","경주여행","여행","국내여행","경상북도","1003","160","1163","20241020"
"2","3","제주여행","여행","국내여행","제주특별자치도","948","145","1093","20241020"
"3","4","군산여행","여행","국내여행","전라북도","930","114","1044","20241020"
"4","5","여수여행","여행","국내여행","전라남도","798","127","925","20241020"
"5","6","전주여행","여행","국내여행","전라북도","639","64","703","20241020"
"6","7","강릉여행","여행","국내여행","강원도","588","105","693","20241020"
"7","8","대구여행","여행","국내여행","대구광역시","569","58","627","20241020"
"8","9","속초여행","여행","국내여행","강원도","533","90","623","20241020"
"9","10","목포여행","여행","국내여행","전라남도","499","57","556","20241020"
