SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1648","754","2402","20240611"
"1","2","여수여행","여행","국내여행","전라남도","1056","485","1541","20240611"
"2","3","제주여행","여행","국내여행","제주특별자치도","1041","439","1480","20240611"
"3","4","경주여행","여행","국내여행","경상북도","901","429","1330","20240611"
"4","5","강릉여행","여행","국내여행","강원도","729","409","1138","20240611"
"5","6","군산여행","여행","국내여행","전라북도","737","260","997","20240611"
"6","7","속초여행","여행","국내여행","강원도","678","311","989","20240611"
"7","8","전주여행","여행","국내여행","전라북도","545","236","781","20240611"
"8","9","대전여행","여행","국내여행","대전광역시","501","231","732","20240611"
"9","10","목포여행","여행","국내여행","전라남도","490","191","681","20240611"
