SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1690","708","2398","20250220"
"1","2","군산여행","여행","국내여행","전라북도","1151","337","1488","20250220"
"2","3","경주여행","여행","국내여행","경상북도","894","496","1390","20250220"
"3","4","강릉여행","여행","국내여행","강원도","895","398","1293","20250220"
"4","5","제주여행","여행","국내여행","제주특별자치도","891","385","1276","20250220"
"5","6","여수여행","여행","국내여행","전라남도","807","424","1231","20250220"
"6","7","속초여행","여행","국내여행","강원도","746","334","1080","20250220"
"7","8","전주여행","여행","국내여행","전라북도","699","349","1048","20250220"
"8","9","대전여행","여행","국내여행","대전광역시","751","259","1010","20250220"
"9","10","대구여행","여행","국내여행","대구광역시","546","236","782","20250220"
