SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1771","250","2021","20240608"
"1","2","여수여행","여행","국내여행","전라남도","1369","156","1525","20240608"
"2","3","제주여행","여행","국내여행","제주특별자치도","1190","172","1362","20240608"
"3","4","군산여행","여행","국내여행","전라북도","1215","77","1292","20240608"
"4","5","경주여행","여행","국내여행","경상북도","1086","160","1246","20240608"
"5","6","강릉여행","여행","국내여행","강원도","1003","134","1137","20240608"
"6","7","속초여행","여행","국내여행","강원도","912","142","1054","20240608"
"7","8","전주여행","여행","국내여행","전라북도","691","83","774","20240608"
"8","9","목포여행","여행","국내여행","전라남도","706","60","766","20240608"
"9","10","대전여행","여행","국내여행","대전광역시","675","85","760","20240608"
