SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1661","705","2366","20250211"
"1","2","경주여행","여행","국내여행","경상북도","890","455","1345","20250211"
"2","3","강릉여행","여행","국내여행","강원도","804","438","1242","20250211"
"3","4","제주여행","여행","국내여행","제주특별자치도","906","332","1238","20250211"
"4","5","군산여행","여행","국내여행","전라북도","790","349","1139","20250211"
"5","6","여수여행","여행","국내여행","전라남도","749","357","1106","20250211"
"6","7","대전여행","여행","국내여행","대전광역시","668","283","951","20250211"
"7","8","속초여행","여행","국내여행","강원도","606","326","932","20250211"
"8","9","전주여행","여행","국내여행","전라북도","596","282","878","20250211"
"9","10","목포여행","여행","국내여행","전라남도","487","227","714","20250211"
