SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1461","586","2047","20240419"
"1","2","여수여행","여행","국내여행","전라남도","1225","450","1675","20240419"
"2","3","제주여행","여행","국내여행","제주특별자치도","1096","362","1458","20240419"
"3","4","경주여행","여행","국내여행","경상북도","927","527","1454","20240419"
"4","5","군산여행","여행","국내여행","전라북도","807","231","1038","20240419"
"5","6","전주여행","여행","국내여행","전라북도","664","269","933","20240419"
"6","7","강릉여행","여행","국내여행","강원도","637","251","888","20240419"
"7","8","대전여행","여행","국내여행","대전광역시","533","241","774","20240419"
"8","9","목포여행","여행","국내여행","전라남도","551","162","713","20240419"
"9","10","속초여행","여행","국내여행","강원도","502","211","713","20240419"
