SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1391","575","1966","20240315"
"1","2","제주여행","여행","국내여행","제주특별자치도","1095","438","1533","20240315"
"2","3","여수여행","여행","국내여행","전라남도","1100","352","1452","20240315"
"3","4","경주여행","여행","국내여행","경상북도","933","442","1375","20240315"
"4","5","군산여행","여행","국내여행","전라북도","954","252","1206","20240315"
"5","6","전주여행","여행","국내여행","전라북도","643","260","903","20240315"
"6","7","강릉여행","여행","국내여행","강원도","666","230","896","20240315"
"7","8","대구여행","여행","국내여행","대구광역시","556","163","719","20240315"
"8","9","속초여행","여행","국내여행","강원도","525","181","706","20240315"
"9","10","목포여행","여행","국내여행","전라남도","514","160","674","20240315"
