SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1416","602","2018","20240614"
"1","2","여수여행","여행","국내여행","전라남도","1208","362","1570","20240614"
"2","3","제주여행","여행","국내여행","제주특별자치도","891","343","1234","20240614"
"3","4","경주여행","여행","국내여행","경상북도","831","324","1155","20240614"
"4","5","강릉여행","여행","국내여행","강원도","759","347","1106","20240614"
"5","6","속초여행","여행","국내여행","강원도","651","280","931","20240614"
"6","7","군산여행","여행","국내여행","전라북도","679","195","874","20240614"
"7","8","대전여행","여행","국내여행","대전광역시","493","196","689","20240614"
"8","9","전주여행","여행","국내여행","전라북도","476","193","669","20240614"
"9","10","목포여행","여행","국내여행","전라남도","437","144","581","20240614"
