SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1673","689","2362","20250203"
"1","2","제주여행","여행","국내여행","제주특별자치도","965","352","1317","20250203"
"2","3","경주여행","여행","국내여행","경상북도","871","430","1301","20250203"
"3","4","강릉여행","여행","국내여행","강원도","889","342","1231","20250203"
"4","5","군산여행","여행","국내여행","전라북도","840","266","1106","20250203"
"5","6","여수여행","여행","국내여행","전라남도","768","253","1021","20250203"
"6","7","전주여행","여행","국내여행","전라북도","593","242","835","20250203"
"7","8","대전여행","여행","국내여행","대전광역시","563","162","725","20250203"
"8","9","속초여행","여행","국내여행","강원도","522","179","701","20250203"
"9","10","대구여행","여행","국내여행","대구광역시","507","173","680","20250203"
