SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1420","705","2125","20240919"
"1","2","경주여행","여행","국내여행","경상북도","1258","670","1928","20240919"
"2","3","제주여행","여행","국내여행","제주특별자치도","1177","465","1642","20240919"
"3","4","여수여행","여행","국내여행","전라남도","855","435","1290","20240919"
"4","5","군산여행","여행","국내여행","전라북도","805","339","1144","20240919"
"5","6","강릉여행","여행","국내여행","강원도","677","372","1049","20240919"
"6","7","전주여행","여행","국내여행","전라북도","607","347","954","20240919"
"7","8","속초여행","여행","국내여행","강원도","576","270","846","20240919"
"8","9","목포여행","여행","국내여행","전라남도","548","221","769","20240919"
"9","10","대전여행","여행","국내여행","대전광역시","509","257","766","20240919"
