SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1263","527","1790","20241122"
"1","2","속초여행","여행","국내여행","강원도","981","277","1258","20241122"
"2","3","경주여행","여행","국내여행","경상북도","682","306","988","20241122"
"3","4","제주여행","여행","국내여행","제주특별자치도","741","225","966","20241122"
"4","5","여수여행","여행","국내여행","전라남도","679","240","919","20241122"
"5","6","군산여행","여행","국내여행","전라북도","694","183","877","20241122"
"6","7","강릉여행","여행","국내여행","강원도","592","224","816","20241122"
"7","8","전주여행","여행","국내여행","전라북도","498","164","662","20241122"
"8","9","대구여행","여행","국내여행","대구광역시","433","120","553","20241122"
"9","10","목포여행","여행","국내여행","전라남도","409","115","524","20241122"
