SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1357","717","2074","20250415"
"1","2","경주여행","여행","국내여행","경상북도","862","582","1444","20250415"
"2","3","제주여행","여행","국내여행","제주특별자치도","794","391","1185","20250415"
"3","4","전주여행","여행","국내여행","전라북도","663","420","1083","20250415"
"4","5","군산여행","여행","국내여행","전라북도","700","350","1050","20250415"
"5","6","여수여행","여행","국내여행","전라남도","641","336","977","20250415"
"6","7","강릉여행","여행","국내여행","강원도","576","370","946","20250415"
"7","8","목포여행","여행","국내여행","전라남도","484","340","824","20250415"
"8","9","대전여행","여행","국내여행","대전광역시","480","293","773","20250415"
"9","10","속초여행","여행","국내여행","강원도","443","269","712","20250415"
