SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1641","294","1935","20240622"
"1","2","여수여행","여행","국내여행","전라남도","1256","142","1398","20240622"
"2","3","제주여행","여행","국내여행","제주특별자치도","945","154","1099","20240622"
"3","4","강릉여행","여행","국내여행","강원도","913","154","1067","20240622"
"4","5","속초여행","여행","국내여행","강원도","836","134","970","20240622"
"5","6","경주여행","여행","국내여행","경상북도","820","142","962","20240622"
"6","7","군산여행","여행","국내여행","전라북도","748","76","824","20240622"
"7","8","전주여행","여행","국내여행","전라북도","503","92","595","20240622"
"8","9","대전여행","여행","국내여행","대전광역시","526","65","591","20240622"
"9","10","목포여행","여행","국내여행","전라남도","500","73","573","20240622"
