SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1073","555","1628","20250618"
"1","2","제주여행","여행","국내여행","제주특별자치도","685","562","1247","20250618"
"2","3","여수여행","여행","국내여행","전라남도","603","379","982","20250618"
"3","4","강릉여행","여행","국내여행","강원도","608","352","960","20250618"
"4","5","경주여행","여행","국내여행","경상북도","535","301","836","20250618"
"5","6","군산여행","여행","국내여행","전라북도","593","198","791","20250618"
"6","7","속초여행","여행","국내여행","강원도","466","248","714","20250618"
"7","8","대전여행","여행","국내여행","대전광역시","425","218","643","20250618"
"8","9","전주여행","여행","국내여행","전라북도","356","187","543","20250618"
"9","10","목포여행","여행","국내여행","전라남도","302","196","498","20250618"
