SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1120","166","1286","20250517"
"1","2","군산여행","여행","국내여행","전라북도","853","69","922","20250517"
"2","3","경주여행","여행","국내여행","경상북도","747","119","866","20250517"
"3","4","제주여행","여행","국내여행","제주특별자치도","723","117","840","20250517"
"4","5","강릉여행","여행","국내여행","강원도","625","130","755","20250517"
"5","6","여수여행","여행","국내여행","전라남도","605","115","720","20250517"
"6","7","전주여행","여행","국내여행","전라북도","552","93","645","20250517"
"7","8","대전여행","여행","국내여행","대전광역시","498","81","579","20250517"
"8","9","속초여행","여행","국내여행","강원도","491","82","573","20250517"
"9","10","목포여행","여행","국내여행","전라남도","438","66","504","20250517"
