SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1985","293","2278","20240713"
"1","2","여수여행","여행","국내여행","전라남도","1414","198","1612","20240713"
"2","3","제주여행","여행","국내여행","제주특별자치도","1013","171","1184","20240713"
"3","4","강릉여행","여행","국내여행","강원도","1014","154","1168","20240713"
"4","5","군산여행","여행","국내여행","전라북도","1018","101","1119","20240713"
"5","6","속초여행","여행","국내여행","강원도","927","136","1063","20240713"
"6","7","경주여행","여행","국내여행","경상북도","895","150","1045","20240713"
"7","8","대전여행","여행","국내여행","대전광역시","679","94","773","20240713"
"8","9","목포여행","여행","국내여행","전라남도","620","87","707","20240713"
"9","10","전주여행","여행","국내여행","전라북도","578","91","669","20240713"
