SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1738","686","2424","20240809"
"1","2","여수여행","여행","국내여행","전라남도","1260","479","1739","20240809"
"2","3","속초여행","여행","국내여행","강원도","973","361","1334","20240809"
"3","4","경주여행","여행","국내여행","경상북도","926","397","1323","20240809"
"4","5","강릉여행","여행","국내여행","강원도","856","422","1278","20240809"
"5","6","제주여행","여행","국내여행","제주특별자치도","893","328","1221","20240809"
"6","7","군산여행","여행","국내여행","전라북도","912","262","1174","20240809"
"7","8","남해여행","여행","국내여행","경상남도","602","285","887","20240809"
"8","9","목포여행","여행","국내여행","전라남도","533","222","755","20240809"
"9","10","전주여행","여행","국내여행","전라북도","531","222","753","20240809"
