SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1612","750","2362","20240627"
"1","2","여수여행","여행","국내여행","전라남도","1185","441","1626","20240627"
"2","3","제주여행","여행","국내여행","제주특별자치도","972","420","1392","20240627"
"3","4","강릉여행","여행","국내여행","강원도","802","340","1142","20240627"
"4","5","경주여행","여행","국내여행","경상북도","759","371","1130","20240627"
"5","6","속초여행","여행","국내여행","강원도","722","354","1076","20240627"
"6","7","군산여행","여행","국내여행","전라북도","797","195","992","20240627"
"7","8","대전여행","여행","국내여행","대전광역시","525","192","717","20240627"
"8","9","전주여행","여행","국내여행","전라북도","483","223","706","20240627"
"9","10","목포여행","여행","국내여행","전라남도","409","197","606","20240627"
