SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1842","741","2583","20240807"
"1","2","여수여행","여행","국내여행","전라남도","1264","474","1738","20240807"
"2","3","경주여행","여행","국내여행","경상북도","997","429","1426","20240807"
"3","4","속초여행","여행","국내여행","강원도","975","427","1402","20240807"
"4","5","강릉여행","여행","국내여행","강원도","933","436","1369","20240807"
"5","6","제주여행","여행","국내여행","제주특별자치도","906","409","1315","20240807"
"6","7","군산여행","여행","국내여행","전라북도","953","290","1243","20240807"
"7","8","남해여행","여행","국내여행","경상남도","602","340","942","20240807"
"8","9","목포여행","여행","국내여행","전라남도","634","242","876","20240807"
"9","10","대전여행","여행","국내여행","대전광역시","570","241","811","20240807"
