SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2235","302","2537","20240113"
"1","2","제주여행","여행","국내여행","제주특별자치도","1553","196","1749","20240113"
"2","3","여수여행","여행","국내여행","전라남도","1300","124","1424","20240113"
"3","4","군산여행","여행","국내여행","전라북도","1288","106","1394","20240113"
"4","5","경주여행","여행","국내여행","경상북도","1069","148","1217","20240113"
"5","6","강릉여행","여행","국내여행","강원도","1035","143","1178","20240113"
"6","7","전주여행","여행","국내여행","전라북도","828","89","917","20240113"
"7","8","속초여행","여행","국내여행","강원도","694","97","791","20240113"
"8","9","대전여행","여행","국내여행","대전광역시","640","89","729","20240113"
"9","10","대구여행","여행","국내여행","대구광역시","642","72","714","20240113"
