SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2076","782","2858","20240115"
"1","2","제주여행","여행","국내여행","제주특별자치도","1706","427","2133","20240115"
"2","3","여수여행","여행","국내여행","전라남도","1294","335","1629","20240115"
"3","4","경주여행","여행","국내여행","경상북도","1018","326","1344","20240115"
"4","5","강릉여행","여행","국내여행","강원도","920","395","1315","20240115"
"5","6","군산여행","여행","국내여행","전라북도","835","250","1085","20240115"
"6","7","전주여행","여행","국내여행","전라북도","819","209","1028","20240115"
"7","8","목포여행","여행","국내여행","전라남도","659","172","831","20240115"
"8","9","속초여행","여행","국내여행","강원도","608","214","822","20240115"
"9","10","대전여행","여행","국내여행","대전광역시","576","238","814","20240115"
