SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2496","788","3284","20240801"
"1","2","여수여행","여행","국내여행","전라남도","1924","549","2473","20240801"
"2","3","군산여행","여행","국내여행","전라북도","1479","277","1756","20240801"
"3","4","속초여행","여행","국내여행","강원도","1169","450","1619","20240801"
"4","5","경주여행","여행","국내여행","경상북도","1159","363","1522","20240801"
"5","6","강릉여행","여행","국내여행","강원도","1048","393","1441","20240801"
"6","7","제주여행","여행","국내여행","제주특별자치도","986","406","1392","20240801"
"7","8","남해여행","여행","국내여행","경상남도","871","308","1179","20240801"
"8","9","목포여행","여행","국내여행","전라남도","910","222","1132","20240801"
"9","10","통영여행","여행","국내여행","경상남도","828","198","1026","20240801"
