SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1459","670","2129","20240411"
"1","2","여수여행","여행","국내여행","전라남도","1244","457","1701","20240411"
"2","3","경주여행","여행","국내여행","경상북도","1121","526","1647","20240411"
"3","4","제주여행","여행","국내여행","제주특별자치도","1119","428","1547","20240411"
"4","5","군산여행","여행","국내여행","전라북도","855","230","1085","20240411"
"5","6","전주여행","여행","국내여행","전라북도","684","287","971","20240411"
"6","7","강릉여행","여행","국내여행","강원도","664","297","961","20240411"
"7","8","목포여행","여행","국내여행","전라남도","597","231","828","20240411"
"8","9","속초여행","여행","국내여행","강원도","491","211","702","20240411"
"9","10","대구여행","여행","국내여행","대구광역시","474","211","685","20240411"
