SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1748","759","2507","20240624"
"1","2","여수여행","여행","국내여행","전라남도","1396","482","1878","20240624"
"2","3","제주여행","여행","국내여행","제주특별자치도","944","442","1386","20240624"
"3","4","강릉여행","여행","국내여행","강원도","916","452","1368","20240624"
"4","5","속초여행","여행","국내여행","강원도","885","446","1331","20240624"
"5","6","경주여행","여행","국내여행","경상북도","904","411","1315","20240624"
"6","7","군산여행","여행","국내여행","전라북도","849","268","1117","20240624"
"7","8","대전여행","여행","국내여행","대전광역시","607","261","868","20240624"
"8","9","전주여행","여행","국내여행","전라북도","542","219","761","20240624"
"9","10","목포여행","여행","국내여행","전라남도","516","213","729","20240624"
