SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1228","710","1938","20250526"
"1","2","군산여행","여행","국내여행","전라북도","1109","443","1552","20250526"
"2","3","여수여행","여행","국내여행","전라남도","904","544","1448","20250526"
"3","4","경주여행","여행","국내여행","경상북도","866","550","1416","20250526"
"4","5","제주여행","여행","국내여행","제주특별자치도","850","482","1332","20250526"
"5","6","강릉여행","여행","국내여행","강원도","782","441","1223","20250526"
"6","7","속초여행","여행","국내여행","강원도","590","391","981","20250526"
"7","8","전주여행","여행","국내여행","전라북도","624","321","945","20250526"
"8","9","목포여행","여행","국내여행","전라남도","530","244","774","20250526"
"9","10","대전여행","여행","국내여행","대전광역시","536","188","724","20250526"
