SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1091","595","1686","20250616"
"1","2","제주여행","여행","국내여행","제주특별자치도","708","629","1337","20250616"
"2","3","여수여행","여행","국내여행","전라남도","628","396","1024","20250616"
"3","4","강릉여행","여행","국내여행","강원도","634","354","988","20250616"
"4","5","경주여행","여행","국내여행","경상북도","587","318","905","20250616"
"5","6","속초여행","여행","국내여행","강원도","523","295","818","20250616"
"6","7","군산여행","여행","국내여행","전라북도","580","228","808","20250616"
"7","8","전주여행","여행","국내여행","전라북도","402","190","592","20250616"
"8","9","대전여행","여행","국내여행","대전광역시","410","174","584","20250616"
"9","10","목포여행","여행","국내여행","전라남도","368","213","581","20250616"
