SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1711","759","2470","20250114"
"1","2","강릉여행","여행","국내여행","강원도","995","485","1480","20250114"
"2","3","제주여행","여행","국내여행","제주특별자치도","975","412","1387","20250114"
"3","4","경주여행","여행","국내여행","경상북도","930","384","1314","20250114"
"4","5","군산여행","여행","국내여행","전라북도","862","319","1181","20250114"
"5","6","여수여행","여행","국내여행","전라남도","795","346","1141","20250114"
"6","7","전주여행","여행","국내여행","전라북도","632","295","927","20250114"
"7","8","속초여행","여행","국내여행","강원도","550","312","862","20250114"
"8","9","대전여행","여행","국내여행","대전광역시","569","204","773","20250114"
"9","10","대구여행","여행","국내여행","대구광역시","525","215","740","20250114"
