SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1555","736","2291","20240521"
"1","2","여수여행","여행","국내여행","전라남도","1248","469","1717","20240521"
"2","3","제주여행","여행","국내여행","제주특별자치도","1048","436","1484","20240521"
"3","4","경주여행","여행","국내여행","경상북도","880","570","1450","20240521"
"4","5","강릉여행","여행","국내여행","강원도","702","436","1138","20240521"
"5","6","군산여행","여행","국내여행","전라북도","836","275","1111","20240521"
"6","7","속초여행","여행","국내여행","강원도","614","330","944","20240521"
"7","8","전주여행","여행","국내여행","전라북도","605","275","880","20240521"
"8","9","대전여행","여행","국내여행","대전광역시","595","243","838","20240521"
"9","10","춘천여행","여행","국내여행","강원도","523","238","761","20240521"
