SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1783","240","2023","20240512"
"1","2","여수여행","여행","국내여행","전라남도","1403","160","1563","20240512"
"2","3","제주여행","여행","국내여행","제주특별자치도","1258","159","1417","20240512"
"3","4","경주여행","여행","국내여행","경상북도","1166","155","1321","20240512"
"4","5","군산여행","여행","국내여행","전라북도","1028","87","1115","20240512"
"5","6","강릉여행","여행","국내여행","강원도","861","149","1010","20240512"
"6","7","전주여행","여행","국내여행","전라북도","801","108","909","20240512"
"7","8","대전여행","여행","국내여행","대전광역시","742","84","826","20240512"
"8","9","속초여행","여행","국내여행","강원도","710","94","804","20240512"
"9","10","대구여행","여행","국내여행","대구광역시","640","83","723","20240512"
