SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1037","165","1202","20250315"
"1","2","군산여행","여행","국내여행","전라북도","995","85","1080","20250315"
"2","3","제주여행","여행","국내여행","제주특별자치도","914","142","1056","20250315"
"3","4","경주여행","여행","국내여행","경상북도","780","123","903","20250315"
"4","5","강릉여행","여행","국내여행","강원도","624","120","744","20250315"
"5","6","전주여행","여행","국내여행","전라북도","602","90","692","20250315"
"6","7","여수여행","여행","국내여행","전라남도","566","69","635","20250315"
"7","8","대전여행","여행","국내여행","대전광역시","472","66","538","20250315"
"8","9","속초여행","여행","국내여행","강원도","463","62","525","20250315"
"9","10","대구여행","여행","국내여행","대구광역시","446","63","509","20250315"
