SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1430","636","2066","20240320"
"1","2","제주여행","여행","국내여행","제주특별자치도","1240","477","1717","20240320"
"2","3","여수여행","여행","국내여행","전라남도","1139","433","1572","20240320"
"3","4","경주여행","여행","국내여행","경상북도","1027","525","1552","20240320"
"4","5","강릉여행","여행","국내여행","강원도","629","279","908","20240320"
"5","6","군산여행","여행","국내여행","전라북도","679","205","884","20240320"
"6","7","전주여행","여행","국내여행","전라북도","613","262","875","20240320"
"7","8","목포여행","여행","국내여행","전라남도","534","167","701","20240320"
"8","9","대구여행","여행","국내여행","대구광역시","469","232","701","20240320"
"9","10","속초여행","여행","국내여행","강원도","391","198","589","20240320"
