SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2288","245","2533","20240209"
"1","2","여수여행","여행","국내여행","전라남도","1247","122","1369","20240209"
"2","3","제주여행","여행","국내여행","제주특별자치도","1121","136","1257","20240209"
"3","4","경주여행","여행","국내여행","경상북도","1076","156","1232","20240209"
"4","5","강릉여행","여행","국내여행","강원도","1053","130","1183","20240209"
"5","6","군산여행","여행","국내여행","전라북도","1049","80","1129","20240209"
"6","7","속초여행","여행","국내여행","강원도","771","85","856","20240209"
"7","8","전주여행","여행","국내여행","전라북도","697","80","777","20240209"
"8","9","대구여행","여행","국내여행","대구광역시","589","136","725","20240209"
"9","10","목포여행","여행","국내여행","전라남도","584","61","645","20240209"
