SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1494","168","1662","20250505"
"1","2","군산여행","여행","국내여행","전라북도","1538","90","1628","20250505"
"2","3","경주여행","여행","국내여행","경상북도","961","118","1079","20250505"
"3","4","여수여행","여행","국내여행","전라남도","817","99","916","20250505"
"4","5","강릉여행","여행","국내여행","강원도","789","114","903","20250505"
"5","6","제주여행","여행","국내여행","제주특별자치도","734","145","879","20250505"
"6","7","전주여행","여행","국내여행","전라북도","760","109","869","20250505"
"7","8","속초여행","여행","국내여행","강원도","758","84","842","20250505"
"8","9","대전여행","여행","국내여행","대전광역시","639","70","709","20250505"
"9","10","목포여행","여행","국내여행","전라남도","635","74","709","20250505"
